"respondente_id","categoria","item","ano_pesquisa"
"0rvvo787yq3mthe5ga0rvvh4rbm4u4gc","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"0rvvo787yq3mthe5ga0rvvh4rbm4u4gc","criterio_escolha","Aprendizado/referências na área","2023"
"ympctpjbg0plyql5ympcth4t2th0z7ba","criterio_escolha","Benefícios","2023"
"ympctpjbg0plyql5ympcth4t2th0z7ba","criterio_escolha","Propósito do trabalho/empresa","2023"
"ympctpjbg0plyql5ympcth4t2th0z7ba","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"3kl8gshs1u28vy7mtgzsf8a3kl8gshb6","criterio_escolha","Remuneração/Salário","2023"
"3kl8gshs1u28vy7mtgzsf8a3kl8gshb6","criterio_escolha","Benefícios","2023"
"3kl8gshs1u28vy7mtgzsf8a3kl8gshb6","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"szf75d7c6ktkdpmxszf75bouz13zlnn4","criterio_escolha","Remuneração/Salário","2023"
"szf75d7c6ktkdpmxszf75bouz13zlnn4","criterio_escolha","Benefícios","2023"
"szf75d7c6ktkdpmxszf75bouz13zlnn4","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"ui5hfr9rlbjas803atjui5hfr9h6mtiq","criterio_escolha","Plano de carreira","2023"
"kkds3tgwacfy35m1kkdsqqrkw8vv4ax6","criterio_escolha","Propósito do trabalho/empresa","2023"
"kkds3tgwacfy35m1kkdsqqrkw8vv4ax6","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"kkds3tgwacfy35m1kkdsqqrkw8vv4ax6","criterio_escolha","Qualidade dos gestores/líderes","2023"
"nl6vtt7wktuuo2ikinl6vtgspq5lef23","criterio_escolha","Remuneração/Salário","2023"
"nl6vtt7wktuuo2ikinl6vtgspq5lef23","criterio_escolha","Plano de carreira","2023"
"nl6vtt7wktuuo2ikinl6vtgspq5lef23","criterio_escolha","Reputação no mercado","2023"
"n6to56e24mrj77ps1fqqn6to56a1e9qk","criterio_escolha","Remuneração/Salário","2023"
"n6to56e24mrj77ps1fqqn6to56a1e9qk","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"n6to56e24mrj77ps1fqqn6to56a1e9qk","criterio_escolha","Aprendizado/referências na área","2023"
"xe8dx69witav8wcxe8d9tfj5o2o3jey0","criterio_escolha","Remuneração/Salário","2023"
"xe8dx69witav8wcxe8d9tfj5o2o3jey0","criterio_escolha","Propósito do trabalho/empresa","2023"
"xe8dx69witav8wcxe8d9tfj5o2o3jey0","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"a0wp9b9tm6kiqkq6xha0wp9bnqge9o7m","criterio_escolha","Remuneração/Salário","2023"
"a0wp9b9tm6kiqkq6xha0wp9bnqge9o7m","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"a0wp9b9tm6kiqkq6xha0wp9bnqge9o7m","criterio_escolha","Qualidade dos gestores/líderes","2023"
"06bekvb2fzxi6n0czi06bekvydrj06mi","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"06bekvb2fzxi6n0czi06bekvydrj06mi","criterio_escolha","Aprendizado/referências na área","2023"
"06bekvb2fzxi6n0czi06bekvydrj06mi","criterio_escolha","Maturidade em tecnologia/dados","2023"
"y14qgj2cou0a02nwqowy14qgkosakxiw","criterio_escolha","Remuneração/Salário","2023"
"y14qgj2cou0a02nwqowy14qgkosakxiw","criterio_escolha","Flexibilidade de trabalho remoto","2023"
"y14qgj2cou0a02nwqowy14qgkosakxiw","criterio_escolha","Aprendizado/referências na área","2023"
"noxlfdn3wk6q4ntcdnoxlfdda8etr9yk","criterio_escolha","Remuneração/Salário","2023"
"noxlfdn3wk6q4ntcdnoxlfdda8etr9yk","criterio_escolha","Benefícios","2023"
"noxlfdn3wk6q4ntcdnoxlfdda8etr9yk","criterio_escolha","Plano de carreira","2023"
"7xwcsakuw23bocjms7xwcsajv0p9mwmz","criterio_escolha","Remuneração/Salário","2023"
"7xwcsakuw23bocjms7xwcsajv0p9mwmz","criterio_escolha","Aprendizado/referências na área","2023"
"7xwcsakuw23bocjms7xwcsajv0p9mwmz","criterio_escolha","Plano de carreira","2023"
"32zdz8iwd5ihah8g432zdz83xgb637np","criterio_escolha","Remuneração/Salário","2023"
"32zdz8iwd5ihah8g432zdz83xgb637np","criterio_escolha","Aprendizado/referências na área","2023"
"32zdz8iwd5ihah8g432zdz83xgb637np","criterio_escolha","Reputação no mercado","2023"
"q99hp0xi38ct3bl27q99hp0nhwrm1vhv","criterio_escolha","Remuneração/Salário","2023"
