"respondente_id","categoria","item","ano_pesquisa"
"thpt4spmxaihemfg03rthpt4sal3h563","cargo_no_time","Business Analyst","2023"
"iywwzudgjrhxz92fo3oiywwzuolqk2i3","cargo_no_time","Engenharia de Dados","2023"
"iywwzudgjrhxz92fo3oiywwzuolqk2i3","cargo_no_time","Cientista de Dados","2023"
"xgzpwrqzf84wrzqw3wxgzpwrorebwumm","cargo_no_time","Analista de BI","2023"
"8ovk6hf46ukut13s8ovkh3lhc22105mn","cargo_no_time","Engenharia de Dados","2023"
"8ovk6hf46ukut13s8ovkh3lhc22105mn","cargo_no_time","Cientista de Dados","2023"
"8ovk6hf46ukut13s8ovkh3lhc22105mn","cargo_no_time","Analista de BI","2023"
"8ovk6hf46ukut13s8ovkh3lhc22105mn","cargo_no_time","Data Product Manager","2023"
"l3d69i3ci51piw9l3d69ilkt8t9wy1wn","cargo_no_time","Analytics Engineer","2023"
"l3d69i3ci51piw9l3d69ilkt8t9wy1wn","cargo_no_time","Engenharia de Dados","2023"
"l3d69i3ci51piw9l3d69ilkt8t9wy1wn","cargo_no_time","Analista de Dados","2023"
"l3d69i3ci51piw9l3d69ilkt8t9wy1wn","cargo_no_time","Cientista de Dados","2023"
"l3d69i3ci51piw9l3d69ilkt8t9wy1wn","cargo_no_time","Data Product Manager","2023"
"309d7qo29cyvmwmo2309d7qrce7l3izd","cargo_no_time","Analytics Engineer","2023"
"309d7qo29cyvmwmo2309d7qrce7l3izd","cargo_no_time","Cientista de Dados","2023"
"309d7qo29cyvmwmo2309d7qrce7l3izd","cargo_no_time","Business Analyst","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Analytics Engineer","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Engenharia de Dados","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Analista de Dados","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Cientista de Dados","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","DBA","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Analista de BI","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Arquiteto de Dados","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Data Product Manager","2023"
"a5h9ygxrh0fj9a5h9yui4akuxxlamis5","cargo_no_time","Business Analyst","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Analytics Engineer","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Engenharia de Dados","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Analista de Dados","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Cientista de Dados","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Analista de BI","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Arquiteto de Dados","2023"
"0uu3nbepriafwglatf0uu3nacwlxd4cq","cargo_no_time","Business Analyst","2023"
"xfwtat4esjwq0r2rkdxfwtats826aevd","cargo_no_time","Engenharia de Dados","2023"
"xfwtat4esjwq0r2rkdxfwtats826aevd","cargo_no_time","Analista de Dados","2023"
"xfwtat4esjwq0r2rkdxfwtats826aevd","cargo_no_time","Cientista de Dados","2023"
"xfwtat4esjwq0r2rkdxfwtats826aevd","cargo_no_time","Data Product Manager","2023"
"pl1ffvfvvjh8u7ux9mbpp6pl19w5myhn","cargo_no_time","Analista de Dados","2023"
"pl1ffvfvvjh8u7ux9mbpp6pl19w5myhn","cargo_no_time","DBA","2023"
"pl1ffvfvvjh8u7ux9mbpp6pl19w5myhn","cargo_no_time","Business Analyst","2023"
"yow4qu6arcaljwuzjhyow4qdphrnr8yu","cargo_no_time","Analista de BI","2023"
"lt4q49puo0zebxolt4q49czfi0xykpjb","cargo_no_time","Analista de Dados","2023"
"lt4q49puo0zebxolt4q49czfi0xykpjb","cargo_no_time","Analista de BI","2023"
"9pilz5qzvjoc0m9pilz5re3a8o4n00st","cargo_no_time","Analista de Dados","2023"
"9pilz5qzvjoc0m9pilz5re3a8o4n00st","cargo_no_time","Analista de BI","2023"
"9pilz5qzvjoc0m9pilz5re3a8o4n00st","cargo_no_time","Business Analyst","2023"
"lluvy2ejjg6llu9kdt9pj3d3ovcgcwpf","cargo_no_time","Analytics Engineer","2023"
"lluvy2ejjg6llu9kdt9pj3d3ovcgcwpf","cargo_no_time","Engenharia de Dados","2023"
"lluvy2ejjg6llu9kdt9pj3d3ovcgcwpf","cargo_no_time","Analista de Dados","2023"
"lluvy2ejjg6llu9kdt9pj3d3ovcgcwpf","cargo_no_time","Cientista de Dados","2023"
"lluvy2ejjg6llu9kdt9pj3d3ovcgcwpf","cargo_no_time","Analista de BI","2023"
"xmd48cdjjl72gwjxmd4v6fi1r3w8nue1","cargo_no_time","Analytics Engineer","2023"
"xmd48cdjjl72gwjxmd4v6fi1r3w8nue1","cargo_no_time","Engenharia de Dados","2023"
"xmd48cdjjl72gwjxmd4v6fi1r3w8nue1","cargo_no_time","Analista de Dados","2023"
"xmd48cdjjl72gwjxmd4v6fi1r3w8nue1","cargo_no_time","Cientista de Dados","2023"
"xmd48cdjjl72gwjxmd4v6fi1r3w8nue1","cargo_no_time","Data Product Manager","2023"
"8efk9f88c5j12pe8efkj2g1k6ybw05we","cargo_no_time","Engenharia de Dados","2023"
"8efk9f88c5j12pe8efkj2g1k6ybw05we","cargo_no_time","Cientista de Dados","2023"
"kv19cta5nn6k2ajzxkv1vd09f3i0wen6","cargo_no_time","Engenharia de Dados","2024"
"c1x7k9iqgtsj1lqnrnzefc1x7cqxy05m","cargo_no_time","Analista de Dados","2023"
"kv19cta5nn6k2ajzxkv1vd09f3i0wen6","cargo_no_time","Analista de Dados","2024"
"log1usta8llzfjdfiv4wtlog1usutlvp","cargo_no_time","Analista de BI","2024"
"azntvds049cvqnsfognjazntvapab4sh","cargo_no_time","Analytics Engineer","2024"
"azntvds049cvqnsfognjazntvapab4sh","cargo_no_time","Engenharia de Dados","2024"
"azntvds049cvqnsfognjazntvapab4sh","cargo_no_time","Business Analyst","2024"
"azntvds049cvqnsfognjazntvapab4sh","cargo_no_time","ML/AI Engineer","2024"
"l7phmaoxxe7efe6pl7phmaod5mv3q1vl","cargo_no_time","Analista de Dados","2024"
"l7phmaoxxe7efe6pl7phmaod5mv3q1vl","cargo_no_time","Business Analyst","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","Engenharia de Dados","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","Analista de Dados","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","Cientista de Dados","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","DBA","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","Arquiteto de Dados","2024"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","Business Analyst","2024"
"c1x7k9iqgtsj1lqnrnzefc1x7cqxy05m","cargo_no_time","Analista de BI","2023"
"c1x7k9iqgtsj1lqnrnzefc1x7cqxy05m","cargo_no_time","Business Analyst","2023"
"yt73yak9ej89i67q5yt73yadcq9zgb8s","cargo_no_time","ML/AI Engineer","2024"
"z4339tgcnhucawc2t3k93gcrz4339tgc","cargo_no_time","Analytics Engineer","2024"
"z4339tgcnhucawc2t3k93gcrz4339tgc","cargo_no_time","Engenharia de Dados","2024"
"z4339tgcnhucawc2t3k93gcrz4339tgc","cargo_no_time","Analista de BI","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Analytics Engineer","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Engenharia de Dados","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Analista de Dados","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Cientista de Dados","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","DBA","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Analista de BI","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Arquiteto de Dados","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Data Product Manager","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","Business Analyst","2024"
"dho1iqmnhqa2nbdho1i7imkp0iqjv5uv","cargo_no_time","ML/AI Engineer","2024"
"jxqmwc0m15u1b6f7tjxqmwm6c896hg56","cargo_no_time","Analista de BI","2024"
"m4gy27j0x30m9xdbm4gy27bmk6pepwh7","cargo_no_time","Analytics Engineer","2024"
"3aac64r2v7oo9vs093aac6uq25hppydw","cargo_no_time","Engenharia de Dados","2023"
"3aac64r2v7oo9vs093aac6uq25hppydw","cargo_no_time","Analista de Dados","2023"
"3aac64r2v7oo9vs093aac6uq25hppydw","cargo_no_time","Cientista de Dados","2023"
"3aac64r2v7oo9vs093aac6uq25hppydw","cargo_no_time","Arquiteto de Dados","2023"
